file,table,line
src/hooks/useProductionTargets.ts,business_unit_sub_units,13
src/hooks/useProductionTargets.ts,business_unit_sub_units,28
src/hooks/useProductionTargets.ts,incentive_allocation_rules,120
src/hooks/useProductionTargets.ts,production_targets,78
src/hooks/useQueryWorkflow.ts,kpi_queries,259
src/hooks/useQueryWorkflow.ts,kpi_queries,302
src/hooks/useQueryWorkflow.ts,profiles,234
src/hooks/useQueryWorkflow.ts,profiles,247
src/hooks/useQueryWorkflow.ts,profiles,278
src/hooks/useQueryWorkflow.ts,profiles,317
src/hooks/useReportAccess.ts,report_access_config,42
src/hooks/useReportAccess.ts,report_access_user_overrides,55
src/hooks/useReportAccess.ts,report_registry,69
src/hooks/useRequestOrgKpiRevision.ts,org_kpi_data_owners,47
src/hooks/useRequestOrgKpiRevision.ts,profiles,77
src/hooks/useReviewPeriodGovernance.ts,review_period_locks,92
src/hooks/useReviewerSubPeriodOverride.ts,sub_period_submissions,109
src/hooks/useReviewerSubPeriodOverride.ts,sub_period_submissions,215
src/hooks/useRollbackOrgKpiPropagation.ts,kpis,36
src/hooks/useRollbackOrgKpiPropagation.ts,kpis,211
src/hooks/useRollbackOrgKpiPropagation.ts,org_kpi_data_owners,127
src/hooks/useRollbackOrgKpiPropagation.ts,org_kpi_data_owners,287
src/hooks/useRollbackOrgKpiPropagation.ts,org_kpi_values,76
src/hooks/useRollbackOrgKpiPropagation.ts,org_kpi_values,189
src/hooks/useSafetyAssets.ts,safety_asset_evidence,102
src/hooks/useSafetyAuditLog.ts,profiles,55
src/hooks/useSafetyAudits.ts,safety_audit_run_responses,179
src/hooks/useSafetyAudits.ts,safety_audit_template_items,122
src/hooks/useSafetyEmergency.ts,safety_drill_findings,135
src/hooks/useSafetyEmergency.ts,safety_drill_participants,119
src/hooks/useSafetyIncidentDetail.ts,safety_incident_evidence,117
src/hooks/useSafetyIncidentDetail.ts,safety_incident_evidence,159
src/hooks/useSafetyIncidentDetail.ts,safety_incident_progress_logs,60
src/hooks/useSafetyIncidentDetail.ts,safety_incident_timeline,35
src/hooks/useSafetyIncidents.ts,safety_user_roles,335
src/hooks/useSafetyOrg.ts,business_units,18
src/hooks/useSafetyOrg.ts,departments,31
src/hooks/useSafetyPermits.ts,safety_permit_approvals,146
src/hooks/useSafetyPermits.ts,safety_permit_hira,162
src/hooks/useSafetyPermits.ts,safety_permit_loto_steps,178
src/hooks/useSafetyPermits.ts,safety_permit_type_config,195
src/hooks/useSafetyRoles.ts,safety_user_roles,22
src/hooks/useSafetyRoles.ts,safety_user_roles,40
src/hooks/useSafetySettings.ts,safety_settings,26
src/hooks/useSendBackOrgKpiValue.ts,kpis,90
src/hooks/useSendBackOrgKpiValue.ts,org_kpi_data_owners,40
src/hooks/useSendBackOrgKpiValue.ts,org_kpi_data_owners,235
src/hooks/useSendBackOrgKpiValue.ts,org_kpi_values,225
src/hooks/useSendBackOrgKpiValue.ts,profiles,67
src/hooks/useSendBackOrgKpiValue.ts,profiles,119
src/hooks/useSentBackKpis.ts,kpi_audit_logs,15
src/hooks/useSentBackOrgKpiEmployees.ts,kpis,34
src/hooks/useSubPeriodSubmissions.ts,sub_period_submissions,40
src/hooks/useSubPeriodSubmissions.ts,sub_period_submissions,70
src/hooks/useSystemIssues.ts,pip_milestones,140
src/hooks/useTNI.ts,training_needs,101
src/hooks/useTNI.ts,training_needs,159
src/hooks/useTNI.ts,training_needs,230
src/hooks/useTNI.ts,training_needs,447
src/hooks/useTemplateBundles.ts,template_bundles,63
src/hooks/useVesselMonthlyEntries.ts,vessel_monthly_entries,11
src/hooks/useWorkflowConfig.ts,kpi_audit_logs,229
src/hooks/useWorkflowConfig.ts,workflow_config,62
src/hooks/useWorkflowConfig.ts,workflow_templates,41
src/hooks/useWorkflowResolution.ts,user_roles,38
src/hooks/useWorkflowSettings.ts,workflow_settings,98
src/lib/canonicalRelatedKpis.ts,kpi_name_aliases,82
src/lib/mcp/tools/whoami.ts,user_roles,25
src/lib/safetyIncidentExcelExport.ts,business_units,109
src/lib/safetyIncidentExcelExport.ts,profiles,112
src/lib/safetyIncidentSubmit.ts,safety_incident_evidence,98
src/lib/userEditHydration.ts,profiles,24
src/pages/AuditLogs.tsx,profiles,133
src/pages/ManagementDashboard.tsx,kpi_queries,220
src/pages/ManagementDashboard.tsx,profiles,219
src/pages/ProfileSettings.tsx,kpis,68
src/pages/ProfileSettings.tsx,kra_categories,72
src/pages/ProfileSettings.tsx,skill_competencies,64
src/pages/QueryInbox.tsx,kpi_queries,150
src/pages/QueryInbox.tsx,profiles,169
src/pages/QueryInbox.tsx,profiles,223
src/pages/RegistryBrowser.tsx,kra_categories,37
src/pages/admin/AdminDashboard.tsx,kpis,68
src/pages/admin/ImportData.tsx,business_units,1842
src/pages/admin/ImportData.tsx,business_units,1999
src/pages/admin/ImportData.tsx,departments,1837
src/pages/admin/ImportData.tsx,departments,1994
src/pages/admin/ImportData.tsx,divisions,1847
src/pages/admin/ImportData.tsx,divisions,2004
src/pages/admin/ImportData.tsx,kra_categories,2008
src/pages/admin/ImportData.tsx,locations,1345
src/pages/admin/ImportData.tsx,locations,1852
src/pages/admin/ImportData.tsx,profiles,1592
src/pages/admin/ImportData.tsx,sub_branches,2012
src/pages/admin/ImportData.tsx,user_roles,1856
src/pages/admin/KpiWeightageDashboard.tsx,departments,92
src/pages/admin/KpiWeightageDashboard.tsx,kra_categories,100
src/pages/admin/ModuleHubSettings.tsx,safety_module_access,83
src/pages/admin/ObservationsOverview.tsx,kpi_observations,38
src/pages/admin/ObservationsOverview.tsx,kpis,50
src/pages/admin/ObservationsOverview.tsx,profiles,58
src/pages/admin/OrgKpiDataEntry.tsx,kpis,1186
src/pages/admin/OrgKpiDataEntry.tsx,kpis,1356
src/pages/admin/ReviewPeriods.tsx,kpis,46
src/pages/admin/ReviewPeriods.tsx,review_periods,64
src/pages/annual-review/AnnualReviewFormMapping.tsx,annual_review_instances,364
src/pages/incentive/IncrementInputs.tsx,profiles,111
src/pages/platform/ImplementationConsole.tsx,client_implementer_assignments,123
src/pages/platform/ImplementationConsole.tsx,client_setup_checklist,576
src/pages/platform/ImplementationConsole.tsx,client_urls,662
src/pages/platform/ImplementationConsole.tsx,client_urls,697
src/pages/platform/ImplementationConsole.tsx,client_urls,724
src/pages/platform/ImplementationConsole.tsx,clients,116
src/pages/platform/ImplementationConsole.tsx,user_roles,77
src/pages/platform/PlatformSettings.tsx,action_registry,1261
src/pages/platform/PlatformSettings.tsx,client_action_entitlements,540
src/pages/platform/PlatformSettings.tsx,client_module_entitlements,537
src/pages/platform/PlatformSettings.tsx,clients,1247
src/pages/platform/PlatformSettings.tsx,module_registry,1254
src/pages/platform/PlatformSettings.tsx,profiles,1344
src/pages/reports/AuditTrailReport.tsx,kpis,212
src/pages/reports/AuditTrailReport.tsx,profiles,224
src/pages/reports/DevelopmentReport.tsx,system_settings,59
src/pages/reports/EmployeePerformanceSummary.tsx,review_submissions,187
src/pages/reports/EmployeePerformanceSummary.tsx,review_submissions,376
src/pages/reports/KpiDetailReport.tsx,kra_categories,148
src/pages/reports/KpiDetailReport.tsx,profiles,214
src/pages/reports/ManagerTeamKpiReport.tsx,kpis,66
src/pages/reports/MonthlyScorecardReport.tsx,departments,192
src/pages/reports/MonthlyScorecardReport.tsx,kpis,99
src/pages/reports/MonthlyScorecardReport.tsx,kra_categories,202
src/pages/reports/MonthlyScorecardReport.tsx,profiles,180
src/pages/reports/MonthlyScorecardReport.tsx,review_submissions,135
src/pages/reports/TeamVsManagerScoreReport.tsx,profiles,143
src/pages/reports/VarianceReport.tsx,kpis,68
src/pages/safety/SafetyAuditLog.tsx,profiles,83
src/pages/safety/SafetyIncidentDetail.tsx,profiles,76
src/pages/safety/SafetyIncidents.tsx,business_units,137
src/pages/safety/SafetyIncidents.tsx,profiles,166
src/pages/safety/SafetyIncidents.tsx,profiles,192
src/pages/safety/SafetyUsers.tsx,profiles,131
src/services/annualReview/annualReviewService.ts,annual_review_assignment_rules,1248
src/services/annualReview/annualReviewService.ts,annual_review_instances,644
src/services/annualReview/annualReviewService.ts,annual_review_instances,931
src/services/annualReview/annualReviewService.ts,annual_review_responses,861
src/services/annualReview/annualReviewService.ts,annual_review_responses,1448
src/services/annualReview/annualReviewService.ts,business_units,1047
src/services/annualReview/annualReviewService.ts,business_units,1280
src/services/annualReview/annualReviewService.ts,departments,1043
src/services/annualReview/annualReviewService.ts,departments,1053
src/services/annualReview/annualReviewService.ts,departments,1274
src/services/annualReview/annualReviewService.ts,departments,1286
src/services/annualReview/annualReviewService.ts,profiles,813
src/services/annualReview/annualReviewService.ts,profiles,945
src/services/annualReview/annualReviewService.ts,profiles,1777
src/services/annualReview/archetypeResolver.ts,kpis,32
src/services/annualReview/bfclFormsImport.ts,annual_review_criteria_library,56
src/services/annualReview/bfclFormsImport.ts,annual_review_system_kpis,178
src/services/annualReview/bfclFormsImport.ts,business_units,64
src/services/annualReview/bfclFormsImport.ts,departments,74
src/services/annualReview/bulkAdmin.ts,annual_review_instances,87
src/services/annualReview/bulkAdmin.ts,profiles,79
src/services/annualReview/carryKraScore.ts,kpis,138
src/services/annualReview/criteriaScoreLabels.ts,annual_review_templates,88
src/services/annualReview/cycleBulkDataUpload.ts,annual_review_system_kpis,102
src/services/annualReview/cycleBulkDataUpload.ts,annual_review_templates,219
src/services/annualReview/cycleBulkDataUpload.ts,business_units,246
src/services/annualReview/cycleBulkDataUpload.ts,companies,251
src/services/annualReview/cycleBulkDataUpload.ts,departments,238
src/services/annualReview/eligibilityReportColumns.ts,annual_review_templates,37
src/services/annualReview/formMapping.ts,annual_review_templates,559
src/services/annualReview/formMapping.ts,departments,204
src/services/annualReview/formMapping.ts,profiles,447
src/services/annualReview/formMapping.ts,profiles,561
src/services/annualReview/templateFactory.ts,annual_review_templates,77
src/services/annualReview/templateFactory.ts,business_unit_sub_units,93
src/services/annualReview/templateFactory.ts,departments,91
src/services/iac/iacService.ts,iac_capabilities,26
src/services/iac/iacService.ts,iac_role_capabilities,50
src/services/iac/iacService.ts,iac_roles,37
src/services/iac/iacService.ts,iac_roles,199
src/services/iac/iacService.ts,iac_roles,243
src/services/iac/iacService.ts,iac_roles,343
src/services/iac/iacService.ts,iac_roles,371
src/services/iac/iacService.ts,iac_user_role_assignments,204
src/services/iac/iacService.ts,profiles,192
src/services/iac/iacService.ts,profiles,236
src/services/iac/iacService.ts,profiles,336
src/services/orgHeads/hrHeadResolver.ts,business_units,15
src/services/orgHeads/orgHeadsService.ts,departments,102
src/services/reports/pendingWithResolver.ts,audit_kpi_level_assignments,114
src/services/reports/pendingWithResolver.ts,profiles,150
src/services/reports/pendingWithResolver.ts,user_roles,93
supabase/functions/annual-review-reminders/index.ts,annual_review_cycles,58
supabase/functions/asset-calibration-sweep/index.ts,safety_assets,84
supabase/functions/auto-lock-review-periods/index.ts,kpi_audit_logs,266
supabase/functions/auto-lock-review-periods/index.ts,kpi_queries,260
supabase/functions/auto-lock-review-periods/index.ts,kpis,76
supabase/functions/auto-lock-review-periods/index.ts,kpis,134
supabase/functions/auto-lock-review-periods/index.ts,kpis,248
supabase/functions/auto-lock-review-periods/index.ts,review_period_auto_rules,34
supabase/functions/auto-reconcile-workflow/index.ts,user_roles,41
supabase/functions/auto-rollover-kpis/index.ts,audit_kpi_level_assignments,573
supabase/functions/auto-rollover-kpis/index.ts,profiles,315
supabase/functions/auto-rollover-kpis/index.ts,user_roles,193
supabase/functions/backfill-audit-assignments/index.ts,audit_kpi_level_assignments,53
supabase/functions/backfill-employee-master/index.ts,companies,122
supabase/functions/backfill-employee-master/index.ts,departments,121
supabase/functions/backfill-employee-master/index.ts,profiles,120
supabase/functions/bulk-review-auto-revert/index.ts,review_submissions,57
supabase/functions/bulk-zero-score-non-submitters/index.ts,business_units,141
